x,y,ca
7.300781629480363,6.026546110743612,0
5.483300592933382,8.196817103750686,0
7.722758038489271,6.50295813329316,0
6.829403073925582,7.73459537226007,0
5.437662278697969,9.574553291827964,0
5.081089434815838,7.222001448847116,0
4.812135047736009,6.7447126955804135,0
5.203682151000435,5.988675901511407,0
4.934825997693957,8.200565558179767,0
6.9492275492147835,4.028670112991511,0
5.018306964008692,7.446848233220648,0
6.280540428815083,5.896879408161059,1
4.628790226869014,6.502050761090076,1
4.243124647628628,7.9594207100022665,1
5.217415680112055,5.533526408569696,1
6.362531226284571,7.255959896671871,1
7.0351477675917895,6.173632703797621,1
4.590094735402678,4.422121296413533,1
6.331120994684994,6.120704570382377,1
5.33251166459852,7.291700434782211,1
5.470574764659421,8.944278413369274,1
4.918411004548341,8.9732096035123,1
2.9981408622029937,6.494368481670958,2
2.3104678695230816,6.181810908704399,2
4.820718808755523,7.086629375525823,2
2.2171662597073207,6.469415669037006,2
1.2199115953456894,7.243843802246762,2
0.15969772635008272,3.8731111929411743,2
2.174475503124718,5.594504082497996,2
1.661920211004953,7.419550016383559,2
4.214939969175029,6.172582078971828,2
5.6281651735162335,5.105541609747498,2
6.005538707483268,6.963915591526465,2
1.3921469699175686,9.385088996812216,3
2.003290304222774,9.48222612040933,3
3.431539317933059,7.16696720375427,3
4.554582064476465,8.53670551321285,3
3.1534686973256623,8.317809248237685,3
3.4169975747725982,9.01770652699458,3
3.079785373784663,9.055244713117307,3
4.4808178765400655,9.466638818523595,3
2.4321719511435353,8.499142044374173,3
4.1383169086544855,9.00807351348869,3
1.9770535565413343,8.939099858987028,3
1.137532479982552,5.815816918068794,4
0.7777005295144954,5.490631813986746,4
1.314074437141153,7.8218952034080225,4
0.676850115112852,7.698242313378011,4
3.5479654731318444,6.914051043987481,4
1.543240115884593,6.988472161853521,4
1.8770739364111884,5.550966838177274,4
0.7586123019539872,8.429774272467565,4
1.822101108291382,6.846564008194384,4
1.11946497540604,6.904994515577926,4
0.18216389673090227,9.385134896364011,4
4.179173731761176,9.264907825291065,5
0.5216988035545267,2.455688045303913,5
3.3679470443375528,5.780579146586602,5
5.042638930927379,4.971858054746155,5
4.756732764904661,9.319527146749008,5
9.15172808810976,8.220744370902375,5
6.565016914402375,7.590415143831558,5
5.546627506656322,6.21019522729959,5
5.994412149556125,5.8548101128705055,5
6.453700561568034,4.763977209406294,5
6.5547502835667055,8.364551651091771,5
7.503646322196811,8.884880912242629,6
5.849089316941965,7.342993821081341,6
4.433136832016367,6.29801903338811,6
7.633599360810691,5.395289174217043,6
6.906186388598655,8.020724749397294,6
3.444322455573616,6.205299718113418,6
5.808031978110404,8.62517430707078,6
5.571917115704158,7.521795096555362,6
5.101451936843198,6.5790867792267225,6
5.856398929565998,3.625578994586847,6
5.768106877425237,6.699711775069438,6
5.692348195008431,7.8355345319816365,7
6.047986227655893,6.746145113066693,7
3.2161534668249536,6.143745939057356,7
3.39293347006866,8.12997408710076,7
6.7293266718222915,5.360401529845937,7
0.754087380344036,9.330982808515522,7
3.4685522332421517,9.877777309472638,7
5.848675579501821,5.367543507988863,7
4.045696729007922,4.865711102940555,7
4.777755678315726,7.538915618214458,7
5.266422629886936,8.021393769981714,7
7.645125662186343,9.651752548386016,8
6.519498558163614,5.616731903114078,8
5.895242171408432,7.561116455134833,8
4.696996430792064,5.34799879216577,8
8.159152280392192,5.967999603586458,8
7.854500329212754,6.839592095478265,8
7.3471038053093025,8.058245490489266,8
7.557169435557835,7.853547940475903,8
6.231666883838478,6.352844947528637,8
8.046898203325377,4.725645071475688,8
5.445065601387776,8.68228270720337,8
