x,y,ca
2.174085268001204,0.24501359432007197,0
9.563220479790916,0.3619540510492638,0
4.633249608152307,0.5108411756746909,0
0.27459398916329336,0.6368222466261131,0
1.575189812036919,1.6949769104347974,0
6.802894129535934,2.0489532288711434,0
3.759026158493528,2.253678268718306,0
9.883794681373637,2.5739914649896436,0
0.2726534068656652,2.592787683636164,0
5.591280429785107,3.4061974538873767,0
2.512213310060166,3.464757857740807,0
8.141423725337493,4.024476985989821,0
3.589956324301388,4.979287060564762,0
5.728077884978383,5.0954407030385855,0
1.1079426780900747,5.4339669717567185,0
6.737961864232184,0.22993921258631067,1
8.139043469289724,1.240210631119945,1
9.700148464894626,4.183815377894652,1
8.151464610983068,5.95013626039148,1
9.943552822547634,5.9887942235013805,1
2.537746580932853,6.262584212038848,1
5.0047019952491025,6.905627024497375,1
1.2060338076316066,7.201577808630833,1
7.005688472400104,7.358297367351401,1
2.915425701646344,7.93207250541243,1
5.683687746587982,8.529757104686706,1
8.555842738554409,8.641556276616887,1
0.30226308858834905,9.053646935272358,1
3.3182995625355054,9.586959064095865,1
7.1274739915662755,9.854005670718994,1
