x,y,ca
4.728323219160111,5.284805008310192,0
6.633088116127431,9.16012874474462,0
8.223593964702964,9.193833673376869,0
3.934881142981275,7.8298726158494425,0
6.715017978406182,8.645976152104112,0
6.658328252799632,5.031728539168032,0
6.2280454245655035,7.978220236160261,0
4.721560958630674,6.794773916056954,0
8.995075610364504,4.133211330353936,0
2.3805354726401156,7.985317374956869,0
4.822582425086198,8.501755263223714,0
4.879986506353182,5.031499696582247,0
5.902285890816454,9.099901738424329,0
9.13180004264284,8.849826168792795,0
5.917460944457243,6.4216103949991945,0
3.700956444928768,8.529350508036481,0
6.374665809899941,6.886357884931972,0
5.150797850601319,5.7150003580505775,1
8.232014581579786,5.613049969654784,1
3.0073845713220035,7.435553217567348,1
5.31235644639484,6.029741535979871,1
7.590456186492826,4.412462041533376,1
7.476187229394343,4.087498431976309,1
5.796457375641838,4.3723012737657285,1
4.53004574988849,6.476065335733881,1
5.835127772368463,8.618778970470467,1
7.066177271439114,4.442193331980365,1
6.661848366143089,5.323867042883664,1
7.406492851344189,3.8343720067787004,1
7.685312977958848,4.017686447928042,1
3.4471492603227514,5.44324872563566,1
6.121514821785686,4.4054787141087175,1
5.45656341543139,6.323923637760024,1
6.476251100518588,5.65450604375896,1
8.506327027863524,5.816087077597603,2
6.889098734790505,6.174620373007693,2
9.364970242552113,4.010267178455395,2
7.795549414950637,6.565144133457721,2
5.201524804342895,3.418281200029316,2
8.227750023384198,8.385502881975231,2
4.792782153677435,1.9459506442756438,2
7.272216610267622,6.762637629454459,2
6.458872492984919,5.942973784516404,2
7.018612419664726,1.6985063449223885,2
8.393072719293716,6.583193055498141,2
6.646104717296438,7.215585769330123,2
6.881195562994872,5.3475265556389795,2
3.952271492335539,8.120427162531508,2
6.487832338007251,3.4743143375403225,2
8.62034362561916,6.0562532680895735,2
4.3300399412394786,3.972138544148784,2
4.2744720266900735,4.2397100900655555,3
9.28287278504209,3.516725280967493,3
4.953387543662936,7.460501525485933,3
6.587397515576109,6.814535641725747,3
6.5316293945182915,1.720752357488362,3
4.698020481987772,5.725705949581515,3
6.251223968363445,5.86057024086241,3
4.757288656320341,6.3882768431044346,3
4.4671922946460185,5.592407449039152,3
7.286153128229773,4.916001678320788,3
9.027273716416808,6.552238172421419,3
7.263183290652204,5.307621286204419,3
9.236887094202395,6.873611606635282,3
7.0406927225691955,6.79682744980182,3
8.569469633438551,3.6977365644716835,3
8.259282064595304,4.545255946188993,3
6.2131719568055015,5.177211953674095,3
3.5693601503441084,4.554210744435535,4
3.3829179696258844,5.921368919914933,4
5.857134346866381,2.1712712190324592,4
6.771897323834201,6.558291366246652,4
5.445367016981518,5.142612716901788,4
1.8052009620064617,4.028406573488098,4
3.6609895829228045,5.203848841121858,4
5.57263068909749,4.545922423035355,4
7.151349479524107,3.9060581987299,4
2.799607381910572,5.7483427124675455,4
3.238129238942124,5.369020918767651,4
2.698171209900594,3.212241135105206,4
2.355239005992625,6.719374759084367,4
1.33722932534072,4.693886102249859,4
3.3414138112576084,5.708759615254087,4
7.409280757183053,2.2095974355988046,4
3.4531770114057956,1.7417808840068245,4
3.484343882250652,6.294642744776532,5
6.113854373790974,5.5199099046861315,5
2.664182867667386,6.097883899624843,5
3.0423795457865737,9.125632846905171,5
6.3655752707287645,5.432075237609646,5
7.676138203603978,4.9001260514174625,5
6.3667508083455155,6.555081845656483,5
8.545330092282146,7.3798866622818915,5
3.4609167780099814,2.417903924622462,5
2.89086973737848,5.510499008750933,5
5.239083964758656,5.284000407882235,5
4.401539098531689,7.9018949726549454,5
3.055749854154371,4.406756380034197,5
4.791936269537173,4.656206405192464,5
5.082690091618185,6.065525831557071,5
3.699515349482831,4.9382116682461366,5
3.5646767643600215,5.6954130069949525,5
6.182016382053709,7.562022080627923,6
9.816673258199181,5.3860884684790244,6
4.486488916045184,5.310257507419404,6
3.8728531320284967,7.456306544362598,6
7.383798101662602,3.587512527356132,6
0.7817078924032961,4.971010540266041,6
5.217999420667299,6.279317745316568,6
5.841223381174176,1.9320829399747694,6
3.2428457221448244,2.064556940405433,6
6.819208442998416,5.90783695900567,6
5.050996694187228,3.1785573369713944,6
3.166640835380529,5.951770430408495,6
7.4920686353841885,6.2785293521850924,6
3.9007784991097783,4.559061319608434,6
4.574541513347329,4.792440693363621,6
5.061764485853982,6.690381602609995,6
6.291421585422855,1.9178649490769084,6
