x,y,ca
4.003380646815252,2.3828931781760643,0
3.3791097020349534,1.7256939797764694,0
4.845577678519568,2.78302715040547,0
2.6342593328690738,0.5553250337889863,0
2.345778770266291,2.1503673933197316,0
3.875432336098869,1.6405272489023575,0
5.427162429439113,1.712908486428717,0
3.0190642864145047,1.9975356470202275,0
4.719659938173754,1.5693746280359433,0
2.8212847610660767,1.32545674017023,0
3.8894150853142526,3.010986248097001,0
2.16769268134961,4.1597053619515005,1
4.631374553526434,5.948752206296058,1
3.309270747286393,5.3618686149720345,1
3.7930912486139494,2.620150729511805,1
4.58582509926753,6.758422900972099,1
3.1279863682913667,4.65563460618513,1
2.8102125375441362,3.4734790594357747,1
0.8229071626262674,6.020985660143372,1
1.917318041992482,3.908912705106859,1
1.1120398541440022,4.554635746641442,1
2.36766011308989,4.711107727236659,1
4.250228029828343,2.9368914191069315,2
4.479555605328218,2.996405912236194,2
5.269089517451248,3.3561836893842516,2
5.4390698618198865,1.473550075064607,2
3.363733410020184,1.1872760026808336,2
6.712993621073079,0.3449822543724683,2
5.714282325276351,0.722960286328673,2
5.426248890588835,0.6604187679942637,2
5.960504155376739,2.371423544111898,2
4.018065575603805,2.670191630824249,2
6.450425053318126,3.162424517274934,2
5.5100402405752025,3.110467107266468,3
6.75481181512768,2.8344170175821475,3
3.4921052703984152,0.9033534322215385,3
6.866817527569506,3.127135563077215,3
4.664160884603434,1.0584314308279972,3
5.633981086805955,2.7403540787211496,3
6.148111046800053,2.9400506620451896,3
7.168695173283982,2.402096869197692,3
4.861315846614902,1.830954334126432,3
5.408774398856967,1.2192340233441656,3
4.947711947047278,2.3939581663709184,3
