x,y,ca
7.513307386210536,0.4118569374888432,0
0.5072909576934375,0.9538186068571579,0
2.9016269507138146,1.8051864318697861,0
1.9157199944953431,1.832220541537848,0
0.866999806523601,2.0979436813737093,0
3.0147156936084407,2.8189464077722906,0
8.76965794616393,3.0704713475349132,0
2.9040814665544725,5.024082271971251,0
6.157275369812787,5.729466852549048,0
4.714826029122955,6.196348039605326,0
7.909429306878221,6.527449853335051,0
3.8142691542135703,7.574936888992991,0
7.063532235720901,7.854368366967009,0
5.074867919538984,8.744447496051386,0
7.2905579082003715,8.822777198616777,0
4.924828876737138,3.682707763103016,1
8.958393581140374,4.05112910888077,1
7.553986198687634,4.590078543078043,1
8.01527939966291,5.431639595975924,1
4.884670071095929,7.5388280175594815,1
8.254966413733609,7.909809717242991,1
1.2744687974685265,8.025010651857544,1
4.000815680906642,8.818779985847884,1
3.03087164571849,8.853740849637537,1
1.0336133014317124,9.085546304018404,1
0.1315267188895989,9.478509977481679,1
6.975665014101534,9.723756489825501,1
5.99166144192333,9.74323038925808,1
4.30721508186364,9.850106185253269,1
2.602659738980507,9.891948863556232,1
2.428018476816302,0.0926307315998427,2
8.507693145022513,0.721201172273797,2
6.979516473473067,1.5267393325110408,2
5.950010594705221,1.5628435687979325,2
4.178706812672255,2.1361841210734833,2
9.888169008153088,2.5530128836306183,2
7.430840440322965,3.235126787503117,2
2.1456233713552884,5.680307799436935,2
3.415319394669588,6.173062169916582,2
1.129325147368567,6.3345900359667615,2
9.187390022062736,6.714633726347536,2
6.735678127851297,6.793284181662411,2
9.96266392893822,7.311734606745835,2
5.896650686121257,8.191267306720276,2
8.80378553242664,9.791374824979723,2
5.402545249804497,0.36659929776436984,3
9.94156176131813,0.40037774355788924,3
4.446987143899494,0.4433849064743387,3
1.4671108639601556,0.9627843704229571,3
4.822356929605147,1.3644326217581213,3
5.541223526610659,2.6606260498307206,3
3.9638605909126614,3.278308658218797,3
3.541615516113342,4.3010872124307795,3
1.9971319790408812,4.656999241742316,3
4.418347840094663,4.776705585894904,3
0.2046355155754655,5.191268097605644,3
5.64208983798416,6.704586354180961,3
2.2796042448111584,6.949116776122574,3
0.6447669332685884,7.296945381625423,3
9.409495768393207,8.146911145974526,3
0.9455415436823896,0.04590706102782838,4
6.364284564263214,0.4216877163829631,4
3.233690739246854,0.8987263397053846,4
9.567539212062526,1.3943606424139539,4
8.679331385958495,1.885690101249693,4
6.44562697644942,3.408336050087168,4
2.1857139286314067,3.442717385086397,4
0.4874765626608959,3.505203735600608,4
1.0023698390530251,4.378053826731648,4
6.387194037321073,4.506676262592748,4
5.388026470297161,4.513337294506636,4
9.242193172818473,5.610548013183436,4
0.022300766182523413,6.5128239489431135,4
0.04157664432391317,8.488805447012945,4
2.048905718427201,8.784614925469226,4
